9.24701, 8.79373, 8.3828, 8.00857, 7.66632, 7.35213, 7.06268, 6.79515, 6.54715, 6.31662, 6.10177, 5.90105, 5.71312, 5.53679, 5.37102, 5.21488, 5.06757, 4.92835, 4.79658, 4.67167, 4.5531, 4.4404, 4.33314, 4.23094, 4.13346, 4.04036, 3.95137, 3.86621, 3.78464, 3.70645, 3.63142, 3.55937, 3.49012, 3.42351, 3.3594, 3.29765, 3.23812, 3.18071, 3.1253, 3.07178, 3.02007, 2.97007, 2.92169, 2.87487, 2.82953, 2.78559
9.48371, 9.01882, 8.59738, 8.21357, 7.86256, 7.54033, 7.24346, 6.96909, 6.71474, 6.47831, 6.25796, 6.05211, 5.85936, 5.67852, 5.5085, 5.34837, 5.19729, 5.05451, 4.91936, 4.79125, 4.66964, 4.55406, 4.44406, 4.33925, 4.23926, 4.14378, 4.05251, 3.96517, 3.88152, 3.80132, 3.72437, 3.65048, 3.57946, 3.51115, 3.44539, 3.38206, 3.32101, 3.26213, 3.2053, 3.15041, 3.09737, 3.04609, 2.99648, 2.94846, 2.90196, 2.85689
9.72041, 9.24392, 8.81196, 8.41857, 8.0588, 7.72852, 7.42425, 7.14303, 6.88234, 6.64, 6.41415, 6.20316, 6.00561, 5.82025, 5.64599, 5.48186, 5.32701, 5.18066, 5.04214, 4.91083, 4.78619, 4.66772, 4.55498, 4.44755, 4.34507, 4.24721, 4.15366, 4.06414, 3.9784, 3.8962, 3.81733, 3.74159, 3.66879, 3.59878, 3.53139, 3.46647, 3.4039, 3.34355, 3.2853, 3.22904, 3.17468, 3.12212, 3.07127, 3.02205, 2.97438, 2.9282
9.95711, 9.46902, 9.02654, 8.62357, 8.25504, 7.91672, 7.60504, 7.31697, 7.04993, 6.80169, 6.57034, 6.35421, 6.15185, 5.96198, 5.78347, 5.61535, 5.45672, 5.30681, 5.16492, 5.03042, 4.90274, 4.78139, 4.66589, 4.55585, 4.45088, 4.35063, 4.2548, 4.1631, 4.07527, 3.99107, 3.91028, 3.8327, 3.75813, 3.68641, 3.61738, 3.55088, 3.48679, 3.42496, 3.3653, 3.30767, 3.25199, 3.19815, 3.14606, 3.09564, 3.04681, 2.9995
10.1938, 9.69412, 9.24112, 8.82857, 8.45128, 8.10492, 7.78583, 7.49091, 7.21752, 6.96338, 6.72653, 6.50526, 6.29809, 6.1037, 5.92096, 5.74884, 5.58644, 5.43297, 5.2877, 5.15, 5.01929, 4.89505, 4.77681, 4.66415, 4.55668, 4.45405, 4.35595, 4.26207, 4.17215, 4.08595, 4.00324, 3.92381, 3.84747, 3.77405, 3.70337, 3.63529, 3.56968, 3.50638, 3.4453, 3.3863, 3.32929, 3.27417, 3.22085, 3.16923, 3.11924, 3.07081
10.4305, 9.91922, 9.4557, 9.03357, 8.64752, 8.29311, 7.96661, 7.66485, 7.38511, 7.12507, 6.88272, 6.65632, 6.44433, 6.24543, 6.05844, 5.88233, 5.71616, 5.55912, 5.41048, 5.26958, 5.13584, 5.00871, 4.88773, 4.77245, 4.66249, 4.55748, 4.45709, 4.36103, 4.26903, 4.18083, 4.09619, 4.01492, 3.93681, 3.86168, 3.78936, 3.71971, 3.65256, 3.5878, 3.5253, 3.46493, 3.4066, 3.3502, 3.29564, 3.24282, 3.19167, 3.14211
10.6672, 10.1443, 9.67028, 9.23857, 8.84376, 8.48131, 8.1474, 7.83879, 7.5527, 7.28676, 7.03891, 6.80737, 6.59057, 6.38716, 6.19593, 6.01581, 5.84588, 5.68527, 5.53326, 5.38917, 5.25239, 5.12238, 4.99865, 4.88075, 4.76829, 4.6609, 4.55824, 4.46, 4.36591, 4.2757, 4.18915, 4.10603, 4.02615, 3.94931, 3.87536, 3.80412, 3.73545, 3.66922, 3.6053, 3.54356, 3.48391, 3.42623, 3.37042, 3.31641, 3.2641, 3.21342
10.9039, 10.3694, 9.88486, 9.44357, 9.04, 8.66951, 8.32819, 8.01273, 7.72029, 7.44845, 7.1951, 6.95842, 6.73682, 6.52889, 6.33341, 6.1493, 5.97559, 5.81143, 5.65604, 5.50875, 5.36893, 5.23604, 5.10957, 4.98906, 4.8741, 4.76432, 4.65938, 4.55897, 4.46278, 4.37058, 4.28211, 4.19714, 4.11549, 4.03695, 3.96135, 3.88853, 3.81834, 3.75064, 3.6853, 3.62219, 3.56121, 3.50225, 3.44521, 3.39, 3.33653, 3.28472
11.1406, 10.5945, 10.0994, 9.64857, 9.23624, 8.8577, 8.50898, 8.18667, 7.88788, 7.61014, 7.35129, 7.10947, 6.88306, 6.67062, 6.4709, 6.28279, 6.10531, 5.93758, 5.77882, 5.62833, 5.48548, 5.3497, 5.22048, 5.09736, 4.97991, 4.86775, 4.76053, 4.65793, 4.55966, 4.46545, 4.37506, 4.28825, 4.20482, 4.12458, 4.04734, 3.97294, 3.90123, 3.83206, 3.7653, 3.70082, 3.63852, 3.57828, 3.52, 3.46359, 3.40896, 3.35602
11.3773, 10.8196, 10.314, 9.85357, 9.43248, 9.0459, 8.68976, 8.36061, 8.05547, 7.77183, 7.50748, 7.26053, 7.0293, 6.81235, 6.60838, 6.41628, 6.23503, 6.06374, 5.9016, 5.74792, 5.60203, 5.46337, 5.3314, 5.20566, 5.08571, 4.97117, 4.86167, 4.7569, 4.65654, 4.56033, 4.46802, 4.37937, 4.29416, 4.21221, 4.13333, 4.05735, 3.98412, 3.91348, 3.8453, 3.77945, 3.71582, 3.6543, 3.59479, 3.53718, 3.48139, 3.42733
